xfa,yfa,xmem,ymem,group
144.47222222222226,120.27777777777777,136,173,actual
140.0,175.0,136,174,
142.1818181818182,171.1818181818182,136,175,
141.0,179.0,136,176,
142.0,127.5,136,177,
143.5,164.0,136,178,
143.0,167.0,136,179,
144.66666666666666,122.66666666666669,136,180,
144.0,127.0,137,116,
144.0,129.5,137,117,
144.6,133.0,137,118,
145.25,144.25,137,119,
148.37037037037038,167.62962962962962,137,120,
145.5,125.5,137,121,
146.0,140.0,137,122,
145.5,147.5,137,171,
145.0,151.0,137,172,
147.33333333333334,159.33333333333334,137,173,
146.57142857142858,129.28571428571428,137,174,
146.0,153.0,137,175,
146.0,156.0,137,176,
146.33333333333334,163.66666666666666,137,177,
147.0,133.5,137,178,
148.0,174.16666666666663,137,179,
148.0,156.0,137,180,
148.0,161.5,137,181,
150.55555555555554,127.44444444444444,137,182,
149.4,131.2,138,116,
149.0,145.0,138,117,
149.0,154.0,138,118,
150.33333333333334,162.33333333333334,138,119,
151.0,148.0,138,120,
151.0,153.5,138,121,
151.5,157.0,138,122,
151.0,173.0,138,123,
152.5,131.0,138,124,
152.5,144.0,138,125,
152.0,175.0,138,169,
153.0,126.0,138,170,
153.33333333333334,172.33333333333337,138,171,
154.0,168.0,138,172,
155.66666666666666,158.0,138,173,
155.0,165.0,138,174,
156.0,134.5,138,175,
156.0,146.0,138,176,
157.66666666666666,139.33333333333334,138,177,
157.0,143.0,138,178,
158.0,145.0,138,179,
158.0,157.5,138,180,
158.66666666666666,166.33333333333334,138,181,
159.33333333333334,163.66666666666666,138,182,
161.0,148.5,138,183,
,,138,184,
,,139,116,
,,139,117,
,,139,118,
,,139,119,
,,139,120,
,,139,121,
,,139,122,
,,139,123,
,,139,124,
,,139,125,
,,139,126,
,,139,127,
,,139,167,
,,139,168,
,,139,169,
,,139,170,
,,139,171,
,,139,172,
,,139,173,
,,139,174,
,,139,175,
,,139,178,
,,139,179,
,,139,180,
,,139,181,
,,139,182,
,,139,183,
,,139,184,
,,140,116,
,,140,117,
,,140,118,
,,140,120,
,,140,121,
,,140,122,
,,140,123,
,,140,124,
,,140,125,
,,140,126,
,,140,127,
,,140,128,
,,140,129,
,,140,130,
,,140,131,
,,140,132,
,,140,165,
,,140,166,
,,140,167,
,,140,168,
,,140,169,
,,140,170,
,,140,171,
,,140,172,
,,140,173,
,,140,180,
,,140,181,
,,140,182,
,,140,183,
,,140,184,
,,141,116,
,,141,117,
,,141,118,
,,141,123,
,,141,124,
,,141,125,
,,141,126,
,,141,127,
,,141,128,
,,141,129,
,,141,130,
,,141,131,
,,141,132,
,,141,133,
,,141,134,
,,141,135,
,,141,136,
,,141,137,
,,141,161,
,,141,162,
,,141,163,
,,141,164,
,,141,165,
,,141,166,
,,141,167,
,,141,168,
,,141,169,
,,141,170,
,,141,171,
,,141,179,
,,141,180,
,,141,181,
,,141,182,
,,141,183,
,,141,184,
,,142,115,
,,142,116,
,,142,117,
,,142,118,
,,142,125,
,,142,126,
,,142,127,
,,142,128,
,,142,129,
,,142,130,
,,142,131,
,,142,132,
,,142,133,
,,142,134,
,,142,135,
,,142,136,
,,142,137,
,,142,138,
,,142,139,
,,142,140,
,,142,141,
,,142,142,
,,142,143,
,,142,144,
,,142,145,
,,142,146,
,,142,147,
,,142,148,
,,142,149,
,,142,150,
,,142,156,
,,142,157,
,,142,158,
,,142,159,
,,142,160,
,,142,161,
,,142,162,
,,142,163,
,,142,164,
,,142,165,
,,142,166,
,,142,167,
,,142,168,
,,142,169,
,,142,179,
,,142,180,
,,142,181,
,,142,182,
,,142,183,
,,142,184,
,,143,115,
,,143,116,
,,143,117,
,,143,118,
,,143,130,
,,143,131,
,,143,132,
,,143,133,
,,143,134,
,,143,135,
,,143,136,
,,143,137,
,,143,138,
,,143,139,
,,143,140,
,,143,141,
,,143,142,
,,143,143,
,,143,144,
,,143,145,
,,143,146,
,,143,147,
,,143,148,
,,143,149,
,,143,150,
,,143,151,
,,143,152,
,,143,153,
,,143,154,
,,143,155,
,,143,156,
,,143,157,
,,143,158,
,,143,159,
,,143,160,
,,143,161,
,,143,162,
,,143,163,
,,143,164,
,,143,165,
,,143,166,
,,143,167,
,,143,178,
,,143,179,
,,143,180,
,,143,181,
,,143,182,
,,143,183,
,,144,115,
,,144,116,
,,144,117,
,,144,118,
,,144,135,
,,144,136,
,,144,137,
,,144,138,
,,144,139,
,,144,140,
,,144,141,
,,144,142,
,,144,143,
,,144,144,
,,144,145,
,,144,146,
,,144,147,
,,144,148,
,,144,149,
,,144,150,
,,144,151,
,,144,152,
,,144,153,
,,144,154,
,,144,155,
,,144,156,
,,144,157,
,,144,158,
,,144,159,
,,144,160,
,,144,161,
,,144,162,
,,144,163,
,,144,177,
,,144,178,
,,144,179,
,,144,180,
,,144,181,
,,145,115,
,,145,116,
,,145,117,
,,145,118,
,,145,148,
,,145,149,
,,145,150,
,,145,151,
,,145,152,
,,145,153,
,,145,154,
,,145,155,
,,145,156,
,,145,157,
,,145,158,
,,145,174,
,,145,175,
,,145,176,
,,145,177,
,,145,178,
,,145,179,
,,145,180,
,,145,181,
,,146,114,
,,146,115,
,,146,116,
,,146,117,
,,146,118,
,,146,174,
,,146,175,
,,146,176,
,,146,177,
,,146,178,
,,146,179,
,,146,180,
,,146,181,
,,147,114,
,,147,115,
,,147,116,
,,147,117,
,,147,118,
,,147,174,
,,147,175,
,,147,176,
,,147,177,
,,147,178,
,,147,179,
,,147,180,
,,147,181,
,,148,114,
,,148,115,
,,148,116,
,,148,117,
,,148,178,
,,148,179,
,,148,180,
,,148,181,
,,149,114,
,,149,115,
,,149,116,
,,149,117,
,,149,177,
,,149,178,
,,149,179,
,,149,180,
,,149,181,
,,150,114,
,,150,115,
,,150,116,
,,150,117,
,,150,118,
,,150,119,
,,150,177,
,,150,178,
,,150,179,
,,150,180,
,,150,181,
,,151,114,
,,151,115,
,,151,116,
,,151,117,
,,151,118,
,,151,119,
,,151,120,
,,151,175,
,,151,176,
,,151,177,
,,151,178,
,,151,179,
,,151,180,
,,152,115,
,,152,116,
,,152,117,
,,152,118,
,,152,119,
,,152,120,
,,152,121,
,,152,122,
,,152,123,
,,152,124,
,,152,125,
,,152,126,
,,152,174,
,,152,175,
,,152,176,
,,152,177,
,,152,178,
,,152,179,
,,153,117,
,,153,118,
,,153,119,
,,153,120,
,,153,121,
,,153,122,
,,153,123,
,,153,124,
,,153,125,
,,153,126,
,,153,127,
,,153,173,
,,153,174,
,,153,175,
,,153,176,
,,153,177,
,,153,178,
,,153,179,
,,154,118,
,,154,119,
,,154,120,
,,154,121,
,,154,122,
,,154,123,
,,154,124,
,,154,125,
,,154,126,
,,154,127,
,,154,128,
,,154,167,
,,154,168,
,,154,169,
,,154,170,
,,154,171,
,,154,172,
,,154,173,
,,154,174,
,,154,175,
,,154,176,
,,154,177,
,,155,124,
,,155,125,
,,155,126,
,,155,127,
,,155,128,
,,155,167,
,,155,168,
,,155,169,
,,155,170,
,,155,171,
,,155,172,
,,155,173,
,,155,174,
,,155,175,
,,155,176,
,,156,125,
,,156,126,
,,156,127,
,,156,128,
,,156,129,
,,156,130,
,,156,131,
,,156,132,
,,156,133,
,,156,134,
,,156,167,
,,156,168,
,,156,169,
,,156,170,
,,156,171,
,,156,172,
,,156,173,
,,156,174,
,,156,175,
,,157,126,
,,157,127,
,,157,128,
,,157,129,
,,157,130,
,,157,131,
,,157,132,
,,157,133,
,,157,134,
,,157,135,
,,157,136,
,,157,167,
,,157,168,
,,157,169,
,,157,170,
,,158,126,
,,158,127,
,,158,128,
,,158,129,
,,158,130,
,,158,131,
,,158,132,
,,158,133,
,,158,134,
,,158,135,
,,158,136,
,,158,137,
,,158,138,
,,158,139,
,,158,140,
,,158,141,
,,158,167,
,,158,168,
,,158,169,
,,158,170,
,,159,132,
,,159,133,
,,159,134,
,,159,135,
,,159,136,
,,159,137,
,,159,138,
,,159,139,
,,159,140,
,,159,141,
,,159,142,
,,159,143,
,,159,144,
,,159,167,
,,159,168,
,,159,169,
,,159,170,
,,160,134,
,,160,135,
,,160,136,
,,160,137,
,,160,138,
,,160,139,
,,160,140,
,,160,141,
,,160,142,
,,160,143,
,,160,144,
,,160,145,
,,160,146,
,,160,166,
,,160,167,
,,160,168,
,,160,169,
,,160,170,
,,161,137,
,,161,138,
,,161,139,
,,161,140,
,,161,141,
,,161,142,
,,161,143,
,,161,144,
,,161,145,
,,161,146,
,,161,147,
,,161,148,
,,161,149,
,,161,150,
,,161,151,
,,161,152,
,,161,153,
,,161,154,
,,161,155,
,,161,156,
,,161,157,
,,161,158,
,,161,159,
,,161,160,
,,161,161,
,,161,162,
,,161,163,
,,161,164,
,,161,165,
,,161,166,
,,161,167,
,,161,168,
,,161,169,
,,161,170,
,,162,142,
,,162,143,
,,162,144,
,,162,145,
,,162,146,
,,162,147,
,,162,148,
,,162,149,
,,162,150,
,,162,151,
,,162,152,
,,162,153,
,,162,154,
,,162,155,
,,162,156,
,,162,157,
,,162,158,
,,162,159,
,,162,160,
,,162,161,
,,162,162,
,,162,163,
,,162,164,
,,162,165,
,,162,166,
,,162,167,
,,162,168,
,,162,169,
,,163,144,
,,163,145,
,,163,146,
,,163,147,
,,163,148,
,,163,149,
,,163,150,
,,163,151,
,,163,152,
,,163,153,
,,163,154,
,,163,155,
,,163,156,
,,163,157,
,,163,158,
,,163,159,
,,163,160,
,,163,161,
,,163,162,
,,163,163,
,,163,164,
,,163,165,
,,163,166,
,,163,167,
,,163,168,
